cid,顧客名,plan,所在,cid_source
1ad557f3-88ff-432a-ab91-90870f8353c8,株式会社 GROWS,mini,350-1175 埼玉県川越市笠幡1986-35,高（名前+都道府県+市区）
0c02ee1a-0e96-4dbd-8540-5f76ac9b21fc,有限会社 和田ダッキング,mini,650-0044 兵庫県神戸市中央区東川崎町3-1-1,中（名前+都道府県）
a787b15a-60af-4ca2-a3d2-73d3ca6fc6bf,株式会社 マキタ建工,mini,607-8142 京都府京都市山科区東野中井ノ上町11-44,高（名前+都道府県+市区）
301b9358-ea6d-49e2-8136-73ea7f645b93,株式会社 テック・ネット,mini,252-0217 神奈川県相模原市中央区小町通1-4-23,SF元データ
63d7f9bd-43b5-48e1-947f-7e90fbe653e4,株式会社 ADVANCE,mini,329-0111 栃木県下都賀郡野木町丸林397-8 富士見ビル 3F,高（名前+都道府県+市区）
5a59f071-1762-460f-b1a4-5ed9663e9aec,株式会社 美野里建設,mini,319-0124 茨城県小美玉市花野井131,高（名前+都道府県+市区）
5443d075-6172-4e66-9c55-585467bea6dd,株式会社 西晃工務店,mini,242-0014 神奈川県大和市上和田1701-43,高（名前+都道府県+市区）
7a2dcd22-d4df-4cee-8dbe-6e831c2b8154,株式会社 吉永建設,mini,640-8305 和歌山県和歌山市栗栖23-3,高（名前+都道府県+市区）
2ac58ce0-b8cf-42fa-a963-89a8c0dd5296,有限会社 作田工電社,mini,243-0806 神奈川県厚木市下依知3-15-14,高（名前+都道府県+市区）
,株式会社 アイジーテック,mini,322-0602 栃木県栃木市西方町金井833-7,未マッチ
8ae9edd9-9d3d-44f5-8b46-d92a6ba61e50,株式会社 RC建装,mini,300-1207 茨城県牛久市ひたち野東3-19-6,高（名前+都道府県+市区）
8471a277-2984-465e-a3fb-bb379f200435,高木工業所 有限会社,mini,302-0117 茨城県守谷市野木崎396,高（名前+都道府県+市区）
a54bca6b-2722-4589-8eb9-fa2fb468f6f4,株式会社 色川電気工事,mini,349-0202 埼玉県白岡市荒井新田867-6,高（名前+都道府県+市区）
e4a3dee2-9c6e-46ab-beed-9a7e75d708fc,有限会社 小峰電気,mini,190-1221 東京都西多摩郡瑞穂町箱根ケ崎2483,高（名前+都道府県+市区）
7432a784-954e-4edf-af0d-5b0649db5767,株式会社 スキル,mini,125-0052 東京都葛飾区柴又5-45-4,高（名前+都道府県+市区）
152efddc-e824-4e94-be04-b729c3648aba,株式会社 作楽,mini,468-0023 愛知県名古屋市天白区御前場町190,中（名前+都道府県）
b410953b-99d7-4751-b009-e0830f33b4fc,株式会社 テクノ管理,mini,241-0804 神奈川県横浜市旭区川井宿町66,高（名前+都道府県+市区）
30eb930d-a9e9-4bb3-a95c-30fbf4e4a043,ユウキ 合同会社,mini,320-0017 栃木県宇都宮市戸祭台58-10,高（名前+都道府県+市区）
07bbe846-e07d-4c06-9ee1-fd986d874ecf,株式会社 トリムサービス,mini,540-0004 大阪府大阪市中央区玉造2-14-20,高（名前+都道府県+市区）
73a3b544-4a34-442c-9406-75d05d47c1b8,株式会社 森田設備,mini,607-8126 京都府京都市山科区大塚元屋敷町62-30,高（名前+都道府県+市区）
5b6602f9-085d-48f4-a028-1da153825f2e,結商事 株式会社,mini,847-0034 佐賀県唐津市中原2791-1,高（名前+都道府県+市区）
dbcc0010-5c3d-4723-9a0c-7aa19bfd8f7e,株式会社 マルヒロ,mini,510-1251 三重県三重郡菰野町大字千草2539,高（名前+都道府県+市区）
a7cea163-074d-4c94-867a-0209375556b3,株式会社 すごしや,mini,986-0873 宮城県石巻市山下町2-2-48,高（名前+都道府県+市区）
926ed4f5-16d0-4039-a1d4-2c46b745dbdd,GSエナジー 株式会社,mini,347-0101 埼玉県加須市上高柳850-1,高（名前+都道府県+市区）
754f7058-46e6-40e6-8369-9e5b6e8805d9,株式会社 形川設備工業,mini,214-0036 神奈川県川崎市多摩区南生田6-8-1 プレミール 103,高（名前+都道府県+市区）
f214015f-9cd3-4001-89e7-c899198a18bf,有限会社 サンアルミ,mini,239-0835 神奈川県横須賀市佐原3-20-21,高（名前+都道府県+市区）
e4995d1d-a3b0-42c5-95e4-a59fb1a98018,株式会社 エスケー,mini,203-0002 東京都東久留米市神宝町2-2-6 神宝コーポ 101,高（名前+都道府県+市区）
a2b259ae-0691-4375-a49b-b044c0b1c7dc,株式会社 加藤建装,mini,985-0075 宮城県塩釜市今宮町8-6-3,中（名前+都道府県）
91f68d8e-a86a-437b-acd3-f4cbae2f4ae9,株式会社 月組,mini,323-0808 栃木県小山市大字出井1858-36,高（名前+都道府県+市区）
,株式会社 島田工業,mini,675-0045 兵庫県加古川市西神吉町岸819-4,未マッチ
31f29a29-33bc-40f6-b598-a8f753ea8ef4,株式会社 八木,mini,213-0023 神奈川県川崎市高津区子母口975 グリーンマンション子母口 102,SF元データ
c592bf2c-fefe-42c6-8f01-2bc94f33635c,合同会社 エーケーテック,mini,270-1412 千葉県白井市桜台2-6-15 プロムナード桜台 102号室,高（名前+都道府県+市区）
1bc65b7d-f52a-4269-bff9-f514f2e8575b,有限会社 一新工業,mini,459-8001 愛知県名古屋市緑区富貴ノ台32-1,中（名前+都道府県）
792ced3b-26fa-48ca-858d-6d067c83bcd7,有限会社 エヌエスシー,mini,245-0051 神奈川県横浜市戸塚区名瀬町1710-5,高（名前+都道府県+市区）
f3f9bf2e-cc66-495c-b191-9ba21c3884bb,イチョウ工業 株式会社,mini,273-0033 千葉県船橋市本郷町518-3,SF元データ
b939d97e-4aad-49bd-8722-d988d1ca308d,株式会社 須崎,mini,336-0021 埼玉県さいたま市南区別所3-13-17,高（名前+都道府県+市区）
,株式会社 山下工業,mini,652-0035 兵庫県神戸市兵庫区西多聞通1-3-32 FKビル 2F,未マッチ
,ツカサスペース 株式会社,mini,481-0001 愛知県北名古屋市六ツ師道毛9-2,未マッチ
46698149-89b7-4c6e-9aa0-f5664f3d01fe,有限会社 M2,mini,171-0014 東京都豊島区池袋2-67-9 メゾンタジマ 1F,高（名前+都道府県+市区）
4337b6cf-a6a4-4e9e-8f98-ee58fe010725,株式会社 ガイアワーク,mini,463-0035 愛知県名古屋市守山区森孝1-104 初ビル 1F,高（名前+都道府県+市区）
9111ce8a-e96e-4817-8ea7-3a924be168de,株式会社 COMNEXT,mini,319-1233 茨城県日立市神田町378-2,高（名前+都道府県+市区）
c4267b08-41fb-49b4-a2fd-4228492f3bbc,株式会社 村上鋼業,mini,277-0064 千葉県柏市東山2-1-33,高（名前+都道府県+市区）
a87207ae-f586-41fc-9d6f-7c8d5e064aea,庶民建設 株式会社,mini,252-0206 神奈川県相模原市中央区淵野辺1-11-10,高（名前+都道府県+市区）
,有限会社 高崎工業,mini,176-0012 東京都練馬区豊玉北2-11-14,未マッチ
1d884e63-c7dd-4d4d-87a3-65bc66ced8ff,曽根板金工業 株式会社,mini,116-0001 東京都荒川区町屋8-7-12,高（名前+都道府県+市区）
01f4d0db-ddb0-44be-b3b3-b60fe102cd66,株式会社 誠起,mini,636-0822 奈良県生駒郡三郷町立野南2-1-5,高（名前+都道府県+市区）
,enisi planning,mini,213-0023 神奈川県川崎市高津区子母口713,未マッチ
84774adb-b695-46fa-b4c3-b415a53d39bd,ビーズテック 株式会社,mini,592-0012 大阪府高石市西取石7-1-22,高（名前+都道府県+市区）
3fa1566e-4f6e-418c-8e21-8ece98902f96,夏井建築,mini,969-3531 福島県喜多方市塩川町新井田谷地字新井田谷地156,中（名前+都道府県）
9f8e6e17-20e7-4644-92b2-adc2db54b2c5,和田電気工事 株式会社,mini,327-0003 栃木県佐野市大橋町2032-1,高（名前+都道府県+市区）
a77b75ff-6643-4034-87d9-3195f6ba6c7e,有限会社 矢島,mini,286-0021 千葉県成田市土屋1636,高（名前+都道府県+市区）
b8b401db-159b-4cd7-9018-09112f4bd1d0,株式会社 KDEN,mini,278-0001 千葉県野田市目吹236-3,高（名前+都道府県+市区）
c9afa244-8e14-4918-82cf-6451e0e89876,有限会社 高木工業,mini,940-2114 新潟県長岡市北山4-66-12,高（名前+都道府県+市区）
639fe001-9f7e-46b7-bf66-37219c4730c8,有限会社 藤田工務店,mini,241-0032 神奈川県横浜市旭区今宿東町1613,高（名前+都道府県+市区）
9de23034-781f-4fbb-834e-497b63beb5f1,有限会社 サワケン,mini,357-0047 埼玉県飯能市落合358,高（名前+都道府県+市区）
95bfba0b-84c6-49a3-bfda-e89c2f3efe99,株式会社 SHINE-A,mini,253-0042 神奈川県茅ヶ崎市本村4-19-38,高（名前+都道府県+市区）
2968b335-554a-46ec-aa1d-2257a7adabec,有限会社 丸山木工所,mini,389-0111 長野県北佐久郡軽井沢町大字長倉889-2,高（名前+都道府県+市区）
de382bb2-938a-434f-9767-5fb4ba9d1ae0,有限会社 深沢木工所,mini,400-0068 山梨県甲府市下河原町1-48,高（名前+都道府県+市区）
ec8ee699-6a95-4b12-9379-1f9366ed68c9,株式会社 グランド,mini,640-8415 和歌山県和歌山市島橋南ノ丁1-11,高（名前+都道府県+市区）
de5bf4ab-117a-4a4f-a6dd-4467d33062d2,株式会社 エムテック,mini,563-0213 大阪府豊能郡豊能町切畑1293,高（名前+都道府県+市区）
95a4eecc-fba2-421c-a420-373012b6a046,株式会社 BOND,mini,354-0002 埼玉県富士見市大字上南畑231-1,高（名前+都道府県+市区）
f1bf503f-0789-4c75-bf59-71527c898223,株式会社 エスプラントサービス,mini,593-8323 大阪府堺市西区鶴田町30-27 Adito A号室,高（名前+都道府県+市区）
b7ffdcb5-6eda-44f7-a7d0-18fb2c358491,有限会社 千城管工,mini,263-0021 千葉県千葉市稲毛区轟町1-4-14,高（名前+都道府県+市区）
4c401c2b-5444-4191-9706-a17006e75668,成輝工業 株式会社,mini,314-0115 茨城県神栖市知手3681-5,高（名前+都道府県+市区）
bacbea9b-0bbb-4437-b009-24cd20e28d64,株式会社 MULTI INTEC,mini,305-0856 茨城県つくば市観音台1-4-2 シャンテⅢ 1F,高（名前+都道府県+市区）
ac3f5646-6b51-48e0-bf9b-043544a2ad4a,株式会社 MSK工業,mini,371-0821 群馬県前橋市上新田町497-10,高（名前+都道府県+市区）
7a62878f-a35d-4a7a-9fca-13efdc706676,有限会社 松山建具,mini,428-0301 静岡県榛原郡川根本町徳山1503-3,高（名前+都道府県+市区）
92b18840-5bd6-4ee2-8760-0acc18592304,株式会社 九十九商店,mini,134-0085 東京都江戸川区南葛西6-13-12 第3パークメゾン 202,高（名前+都道府県+市区）
,株式会社 防災通信工業,mini,277-0863 千葉県柏市豊四季328-10,未マッチ
6c947c58-7801-45a9-af4b-a94f154e93ec,有限会社 吉田花木,mini,438-0804 静岡県磐田市加茂65,高（名前+都道府県+市区）
cbe4823b-8ede-41ed-984d-6af70ef45c2e,株式会社 CRAFT,mini,354-0041 埼玉県入間郡三芳町藤久保333-10,高（名前+都道府県+市区）
7914abd7-102f-435e-8f1c-9238092623f0,有限会社 大野屋商店,mini,273-0855 千葉県船橋市馬込西2-20-16,高（名前+都道府県+市区）
,株式会社 レンジャー住設,mini,770-8075 徳島県徳島市八万町千鳥57-3,未マッチ
404357ec-bdf4-4229-8e3d-ecf66ab6663d,株式会社 アコルデ,mini,259-0131 神奈川県中郡二宮町中里1277-4,高（名前+都道府県+市区）
b6895ad0-82b2-47c0-b9e2-49f999ffaf3b,有限会社 信和防水工業,mini,709-1211 岡山県岡山市南区迫川781,高（名前+都道府県+市区）
2214e2e3-28fb-4fd6-830e-3fa685b55482,株式会社 澤創建築板金工業,mini,333-0831 埼玉県川口市木曽呂506-12,高（名前+都道府県+市区）
aadd1d83-27df-42a2-b88e-96aabe27b282,葵建設 株式会社,mini,132-0025 東京都江戸川区松江2-40-5 コスモ新小岩プレミール 302号室,高（名前+都道府県+市区）
24d6c8bb-e605-4d6b-9eef-5f6b39afe0b1,株式会社 Bright Future,mini,241-0034 神奈川県横浜市旭区今宿南町1966 ベルハイツ今宿F 101,高（名前+都道府県+市区）
0ee5faea-46fa-4322-9291-a81e8e72c9cc,有限会社 本田道路,mini,194-0035 東京都町田市忠生2-23-2,高（名前+都道府県+市区）
684db234-e3c7-4e43-afed-64f1713958ae,有限会社 ミツワ,mini,315-0016 茨城県石岡市総社1-1-32,低（名前のみ）
3d75b04f-6f9d-4bcf-a8c1-9922c4591429,オーティ工業 株式会社,mini,590-0503 大阪府泉南市新家4500-3,高（名前+都道府県+市区）
f6933cd8-6366-447a-9e9d-83c73ddcec67,有限会社 フジケンEX,mini,287-0233 千葉県成田市稲荷山418-2,高（名前+都道府県+市区）
,井上電機 有限会社,mini,491-0053 愛知県一宮市今伊勢町本神戸字花ノ木20-3,未マッチ
08ba12b2-fcaf-4519-bc70-c683d397f1c8,有限会社 ミナモト電気工事,mini,799-2456 愛媛県松山市本谷甲75-1,高（名前+都道府県+市区）
5c843879-dac5-4555-8125-5431fb10c612,有限会社 泉型枠工業,mini,343-0111 埼玉県北葛飾郡松伏町松伏2173-8,中（名前+都道府県）
23fe4304-d573-4242-aaf8-d5da03719c05,株式会社 向日葵興業,mini,399-4101 長野県駒ヶ根市下平667-33,高（名前+都道府県+市区）
d0ae9664-a8bd-4f35-ad6b-81aa7351bf30,株式会社 ケービーワークス,mini,120-0005 東京都足立区綾瀬6-17-8,高（名前+都道府県+市区）
c41a1dd0-b70e-4440-8e82-1d7982984624,株式会社 TKコンサルティング,mini,176-0005 東京都練馬区旭丘1-26-3,高（名前+都道府県+市区）
c66ba8d4-9952-4e67-a260-fb0595aebd83,高柳興業 株式会社,mini,426-0041 静岡県藤枝市高柳2154-6,高（名前+都道府県+市区）
08c689e3-0c36-4d91-8c0b-05bfd8136b4c,株式会社 村上電気工業所,mini,793-0042 愛媛県西条市喜多川317-8,高（名前+都道府県+市区）
eb747f8e-fe31-4688-a124-299b9b792352,株式会社 相馬電設,mini,373-0036 群馬県太田市由良町1586-3 グリナージュ 108,高（名前+都道府県+市区）
184b5bd3-4098-4400-bf99-6eb2ee4812c0,株式会社 FACT,mini,332-0002 埼玉県川口市弥平4-4-22,高（名前+都道府県+市区）
04307ea7-70aa-4470-b744-35ce878ffeb5,有限会社 シンテック,mini,670-0952 兵庫県姫路市南条1-38,高（名前+都道府県+市区）
b1742793-43f3-4b14-b341-79c3c308fbbf,株式会社 建昇,mini,738-0023 広島県廿日市市下平良1-3-42,高（名前+都道府県+市区）
dce321b3-043b-4d89-ae9b-4b749339824a,株式会社 オクヤマ電気工事,mini,990-0703 山形県西村山郡西川町大字間沢306-11,高（名前+都道府県+市区）
fe811478-1abd-4baf-b5b1-f25e6b97caaa,セフテイライン 株式会社,mini,983-0004 宮城県仙台市宮城野区岡田西町1-1,高（名前+都道府県+市区）
24bf3711-8add-494f-9aba-03c72c533f57,株式会社 トータルインテリアオカダ,mini,561-0804 大阪府豊中市曽根南町3-17-5,高（名前+都道府県+市区）
1643ed2d-2289-4adb-b788-d75af28934e3,正和興業 株式会社,mini,111-0023 東京都台東区橋場1-23-10,高（名前+都道府県+市区）
8069b6ef-67ac-4077-9cad-ec29230dd399,株式会社 宮古住建,mini,342-0033 埼玉県吉川市中曽根1-7-3,高（名前+都道府県+市区）
db796839-1f4d-48f8-b8e5-c3ecd4d46567,有限会社 佐久間工務店,mini,194-0202 東京都町田市下小山田町4017-24,高（名前+都道府県+市区）
1f1619bc-7354-4eec-b465-8a0e1fa0eb3f,ケーティエム・エンジニアリング 株式会社,mini,351-0005 埼玉県朝霞市根岸台2-13-8,高（名前+都道府県+市区）
,株式会社 タイコーエンジニアリング,mini,579-8003 大阪府東大阪市日下町5-7-14,未マッチ
b34a3e74-279a-473e-8e67-3b13854d8c37,有限会社 山田設備工業,mini,811-2123 福岡県糟屋郡宇美町光正寺3-9-18,高（名前+都道府県+市区）
,有限会社 愛和商会,mini,476-0002 愛知県東海市名和町一番割上12-3,未マッチ
3dcf324e-2675-4ff5-86b6-3ca90b2c5c80,株式会社 千本木重機興業,mini,376-0122 群馬県桐生市新里町野290-10,高（名前+都道府県+市区）
66368b65-7d9e-4da6-8e8a-78ea4db9c90f,株式会社 グリーンライフ・コガ,mini,869-2611 熊本県阿蘇市一の宮町坂梨2017-2,高（名前+都道府県+市区）
b1e29c90-ec20-4010-a276-c9ad343b5667,株式会社 山﨑電気,mini,842-0067 佐賀県神埼市千代田町嘉納946-13,高（名前+都道府県+市区）
5b7aa94a-fa6b-469d-b1ec-4779a2c47403,株式会社 博久工業,mini,343-0803 埼玉県越谷市砂原527-1,高（名前+都道府県+市区）
cd8b1b5c-3b45-4251-ba7a-57c4b2ea4b75,有限会社 カナリ,mini,591-8011 大阪府堺市北区南花田町189,高（名前+都道府県+市区）
959e12b7-22b4-4d0c-994a-0d0408b67a32,株式会社 豊建設,mini,546-0022 大阪府大阪市東住吉区住道矢田6-2-21,高（名前+都道府県+市区）
c73d4411-7e86-46bc-9f85-13f0265be5ba,株式会社 ライフラインコネクト,mini,849-0919 佐賀県佐賀市兵庫北2-10-3,高（名前+都道府県+市区）
dde2e44b-2c67-464f-b53f-cc864e4b8389,株式会社 田村計装,mini,336-0015 埼玉県さいたま市南区太田窪5-6-22,高（名前+都道府県+市区）
9c72b203-9705-4cce-80b5-cd8738e3880f,株式会社 ミライズ,新mini,190-0022 東京都立川市錦町2-12-21 イートス立川 104,高（名前+都道府県+市区）
4b554c18-2670-4bee-a5d0-b87e63b683ec,株式会社 ソエルプランニング,mini,221-0065 神奈川県横浜市神奈川区白楽6-5,高（名前+都道府県+市区）
2028bf3e-5148-43b4-b831-7b11bdfd3cea,株式会社 オーティス,mini,343-0111 埼玉県北葛飾郡松伏町松伏3425,高（名前+都道府県+市区）
2461d4e1-a8e0-46b9-aa8c-5c162d2e11a5,株式会社 オサダ管工,mini,246-0025 神奈川県横浜市瀬谷区阿久和西4-32-2,高（名前+都道府県+市区）
64d634bb-ee69-475c-a8e2-915c0f08b4dc,株式会社 クレア,mini,731-0123 広島県広島市安佐南区古市2-17-10,高（名前+都道府県+市区）
92d67c47-41bd-4639-8628-a264cd845208,オルタハウス 株式会社,mini,861-1112 熊本県合志市幾久富1829-1,高（名前+都道府県+市区）
07b69b0f-ca66-4f9f-b74e-3f914cdd16f8,株式会社 小原組,mini,356-0013 埼玉県ふじみ野市中福岡193-1,高（名前+都道府県+市区）
0c881077-f981-45e0-9d46-ce0d1c8351c4,有限会社 吉村建設,mini,865-0052 熊本県玉名市松木42-15,高（名前+都道府県+市区）
,髙山建材興業 株式会社,mini,573-0134 大阪府枚方市春日東町2-7-1,未マッチ
074317c0-edfe-4b19-b387-84e392b4e096,SINSHO 株式会社,mini,803-0821 福岡県北九州市小倉北区鋳物師町5-8,高（名前+都道府県+市区）
88284ffb-12e1-419b-88d7-c658d37df95f,泰栄電業 株式会社,mini,299-3234 千葉県大網白里市みずほ台1-44-27,高（名前+都道府県+市区）
fe56b7db-ce46-4dbd-bab0-db6c5fa8e48d,株式会社 信光工業,mini,164-0014 東京都中野区南台3-23-4-102,高（名前+都道府県+市区）
ecbeea8c-4579-4440-a697-21b9f3bce9bc,株式会社 阿部工務店,mini,990-1552 山形県西村山郡朝日町大字常盤い3-5,高（名前+都道府県+市区）
9eb17b9c-7b56-462b-a376-6f1e56036c82,株式会社 SPR,mini,264-0025 千葉県千葉市若葉区都賀3-15-10 戸村第二ビルC,高（名前+都道府県+市区）
9d1e1d0c-742d-44e3-9249-f6e46296ac2a,株式会社 エミテック,mini,239-0844 神奈川県横須賀市岩戸5-24-1,高（名前+都道府県+市区）
e961fb51-cee5-47c6-b05e-00f18951cd70,株式会社 金谷工務店,mini,577-0055 大阪府東大阪市長栄寺15-32,高（名前+都道府県+市区）
7b27b508-f2d5-4139-8517-dbf9b116d602,株式会社 安達組,mini,378-0004 群馬県沼田市下久屋町394-1,高（名前+都道府県+市区）
51b29639-b04a-4cf6-9d30-0c0e4380ceaf,株式会社 ボーガン,mini,116-0003 東京都荒川区南千住3-35-2,高（名前+都道府県+市区）
a75ae256-cad3-4abd-9cf1-342b2d4b7d2c,MASTビルド 株式会社,mini,346-0105 埼玉県久喜市菖蒲町新堀2580-1,高（名前+都道府県+市区）
26b2969f-db2e-4318-a967-1a86035c4bb3,坂口工業 株式会社,mini,849-5105 佐賀県唐津市浜玉町谷口961-3,高（名前+都道府県+市区）
7db02c0e-0239-4a1a-9889-80a7a4e96e82,株式会社 ヤマダイ,mini,174-0063 東京都板橋区前野町6-31-11-308,高（名前+都道府県+市区）
162921d9-c082-451c-886e-fcee344cc881,株式会社 大志電工,mini,237-0068 神奈川県横須賀市追浜本町1-76-11,高（名前+都道府県+市区）
5b4aa540-8ca0-41a5-9ce6-42d217c60b43,株式会社 久貝電気,mini,226-0021 神奈川県横浜市緑区北八朔町1186-4 佐道ビル 102,高（名前+都道府県+市区）
,株式会社 プレスト仙台,mini,981-3331 宮城県富谷市東向陽台3-32-7,未マッチ
,有限会社 真成,mini,350-1118 埼玉県川越市豊田本1-19-20,未マッチ
bb167ab3-4556-4761-9329-6fa6f1f4746e,有限会社 太建,mini,464-0086 愛知県名古屋市千種区萱場2-12-20,高（名前+都道府県+市区）
0f5cdc12-2cd8-46d1-90a7-8aed7c9e3dc9,株式会社 今村建設,mini,861-3921 熊本県上益城郡山都町八木683,高（名前+都道府県+市区）
12854179-a9b8-4041-87d0-f17e65f42ff2,有限会社 髙見澤土建,mini,383-0052 長野県中野市大字安源寺412,高（名前+都道府県+市区）
,株式会社 アジャスタール,mini,819-0387 福岡県福岡市西区富士見1-19,未マッチ
208be62a-da58-48da-b045-dba36dd1c6ad,有限会社 イチガツボ,mini,722-0212 広島県尾道市美ノ郷町本郷3838-35,高（名前+都道府県+市区）
f015f1ca-bd0e-4126-9aea-7fbeb089ae19,株式会社 Kコンストラクション,mini,367-0072 埼玉県本庄市沼和田338-4,高（名前+都道府県+市区）
8357b196-086c-48d9-990e-b63f0318078e,STY 株式会社,mini,535-0022 大阪府大阪市旭区新森1-7-33-801,高（名前+都道府県+市区）
7e1f3726-ea6f-4c35-99c5-3a87ae027562,株式会社 シート装建,mini,101-0064 東京都千代田区神田猿楽町2-2-8,高（名前+都道府県+市区）
7ad1a803-e719-47f9-8432-5c0ab49fe1e6,株式会社 大津工務店,mini,246-0026 神奈川県横浜市瀬谷区阿久和南1-22-1,高（名前+都道府県+市区）
,株式会社 星テツ,mini,955-0053 新潟県三条市北入蔵1-8-16,未マッチ
8536ff86-9f9b-4ecc-9b88-7a218f366d57,株式会社 エムロス,mini,807-0801 福岡県北九州市八幡西区本城3-4-1,高（名前+都道府県+市区）
0dda527b-7fd7-4e83-b111-fefa203b8106,株式会社 墨藤設備,mini,131-0031 東京都墨田区墨田4-41-18,高（名前+都道府県+市区）
7a37d242-7a70-4e88-b33f-b90efb43f891,株式会社 西部通信,mini,433-8127 静岡県浜松市中央区和合北2-10-55,高（名前+都道府県+市区）
69737457-409f-44de-a9c4-f7087974d6c7,株式会社 植木電設,mini,358-0054 埼玉県入間市野田3002-25,高（名前+都道府県+市区）
2812a81d-7a38-47d9-b85b-c23a2844f006,株式会社 DKテクノ,mini,293-0001 千葉県富津市大堀2173,高（名前+都道府県+市区）
09bfa19d-11cc-43cf-9c03-b72981f7a2da,有限会社 熱海防水,mini,981-0507 宮城県東松島市みそら2-6-4,高（名前+都道府県+市区）
c5103191-ccc5-4b13-97bc-f67a3c0cf7e2,株式会社 冨電工,mini,861-1101 熊本県合志市合生4057-1,高（名前+都道府県+市区）
c6715ce2-a81b-4f85-845f-7645e6c171da,株式会社 大斗建設,mini,246-0002 神奈川県横浜市瀬谷区北町40-37,高（名前+都道府県+市区）
ae5d2b7b-9b73-4068-9373-b26cde7e513e,有限会社 モリシステム,mini,860-0085 熊本県熊本市北区高平3-28-6,高（名前+都道府県+市区）
1548d19c-9ed6-4fc8-bc0e-f23ef86b51b3,株式会社 近藤組,mini,815-0042 福岡県福岡市南区若久2-15-2,高（名前+都道府県+市区）
56037845-540c-4d70-b48c-104adb96cc53,株式会社 ワチストーン,mini,143-0012 東京都大田区大森東5-22-9-1F,高（名前+都道府県+市区）
30c3a80f-b09b-474b-9f6f-8b0d73193cdd,エムズフリーク 株式会社,mini,277-0861 千葉県柏市高田647-2,高（名前+都道府県+市区）
ff6fadd4-c271-4746-add3-ce1a5878b5b5,知久工務店,mini,232-0052 神奈川県横浜市南区井土ケ谷中町46,高（名前+都道府県+市区）
da020533-8079-4772-ae2a-ce6b17ff45d6,株式会社 TYT,mini,421-0113 静岡県静岡市駿河区下川原4-17-6-4,高（名前+都道府県+市区）
376310e3-a464-4208-b5ce-c5d0545c56a7,有限会社 福田工務店,mini,352-0031 埼玉県新座市西堀1-6-36,高（名前+都道府県+市区）
53c3e91a-4e28-4d3f-ac94-a171695fa3b7,株式会社 久保田組,mini,372-0031 群馬県伊勢崎市今泉町1-30-10,高（名前+都道府県+市区）
43b2dc46-fa4f-4d62-85ef-d3cf6f96ba76,有限会社 福田興業,mini,285-0841 千葉県佐倉市下志津486,高（名前+都道府県+市区）
6562c2f3-8bc5-49b4-86d1-978683869d01,株式会社 友進工業,mini,832-0054 福岡県柳川市有明町1626-2,高（名前+都道府県+市区）
34a07487-85c8-4377-a3cb-659a0fe0e89f,株式会社 クラタ・テクノシステム,mini,179-0075 東京都練馬区高松4-21-17,高（名前+都道府県+市区）
5b5111cc-ef1e-4de0-95fe-0ae3d59c5b11,有限会社 設備工房ウイング,mini,151-0051 東京都渋谷区千駄ケ谷3-25-7 大谷ビル 4F,高（名前+都道府県+市区）
58b15f16-68df-4e11-b181-8430f9bc1a8c,織田建設 株式会社,mini,546-0002 大阪府大阪市東住吉区杭全8-11-32,高（名前+都道府県+市区）
0c6b2b80-4f2b-4464-a8f4-b14d11d905f5,株式会社 輝和,mini,731-0154 広島県広島市安佐南区上安6-15-8,高（名前+都道府県+市区）
f29a75a7-d6d8-4cad-aadd-9cb86c4b2676,超高圧関東 株式会社,mini,314-0116 茨城県神栖市奥野谷6293-1,高（名前+都道府県+市区）
948ddc43-40a5-471b-b9c2-cd34cd8ce76c,株式会社 双葉クリエーション,mini,433-8118 静岡県浜松市中央区高丘西3-16-3,高（名前+都道府県+市区）
717ac6a6-c83c-44b1-9bb2-f0bf8b9880cf,株式会社 SIGLA,mini,176-0021 東京都練馬区貫井3-26-10,高（名前+都道府県+市区）
466ed493-b034-4f83-ab4c-f83dd0b345fb,株式会社 宇井建設,mini,103-0023 東京都中央区日本橋本町4-12-17 ヨネヅビル 5F,高（名前+都道府県+市区）
feebbf33-4144-481e-94c1-9ae2307ee2c3,株式会社 伊勢工,mini,372-0812 群馬県伊勢崎市連取町1260,高（名前+都道府県+市区）
27d6c3d3-abf8-46d0-beec-b05c220feb1b,株式会社 MK工業,mini,509-0206 岐阜県可児市土田2548-626,高（名前+都道府県+市区）
47415e38-0a47-454f-8626-9845dc54c99f,株式会社 西島組,mini,759-6122 山口県下関市豊北町大字矢玉150-1,高（名前+都道府県+市区）
91a7724a-01a3-454f-a849-c94b737677a5,株式会社 松岡工務店,mini,728-0021 広島県三次市三次町380-3,高（名前+都道府県+市区）
d10e8113-cc42-4436-9616-5ca27d99026f,株式会社 創建,mini,547-0035 大阪府大阪市平野区西脇4-6-8,高（名前+都道府県+市区）
3319846c-974b-4a19-b30e-293d24ce37f3,久遠ガーデン 株式会社,mini,130-0011 東京都墨田区石原4-14-4-501,高（名前+都道府県+市区）
ffb43004-1e44-4054-91fe-081e4aaa0877,株式会社 TAISEI,mini,759-0204 山口県宇部市大字妻崎開作735-7,高（名前+都道府県+市区）
0679407b-6e85-44f5-ae93-d53f1c99c42e,株式会社 エクエール建設,mini,250-0872 神奈川県小田原市中里112-5,高（名前+都道府県+市区）
